"bMF" "bMM" "bMJA" "bMJB" "surv" "delay_f" "m_growth" "delay_j" "mean_hatch" "diff_hatch" "P2" "LHSresults"
"155" 0.0148831154542833 0.00688373885987587 0.0195091686289861 0.0137789087786931 9.32e-05 13.787 1.019 4.135 465.4 230 0.747 0.01
"156" 0.0150929721920228 0.0125784634530007 0.0220886832658167 0.0173626648985792 0.0001948 9.417 5.579 5.009 449.8 346.8 0.115 0.3
"157" 0.0105480648475776 0.00992825982743684 0.0148537357011927 0.0107793667215774 0.0001932 18.461 15.649 9.645 494.2 36.4 0.491 0.2
"158" 0.0123658535102522 0.0138300375869383 0.0103736934581977 0.00857518216270586 0.0003076 14.547 14.965 6.529 333.4 295.6 0.279 0.28
"159" 0.0147062686268978 0.0080251406629909 0.0340381030562245 0.0250945217332976 0.0002636 11.887 4.591 17.245 603.4 182 0.293 0.17
"160" 0.00576001149049966 0.018671366154605 0.00419383131242114 0.00306917388081232 7.64e-05 16.523 3.451 4.933 291.4 168.4 0.309 0
"161" 0.0149426717221376 0.00717803066141064 0.00845003335734518 0.0166582754718537 0.0001972 14.509 13.255 1.513 491.8 206 0.501 0.58
"162" 0.0144457378595183 0.0170129758022225 0.00771884070725305 0.00958383310449207 0.0003276 11.051 8.619 9.189 225.4 100.4 0.055 0.1
"163" 0.0178812068952713 0.0102768177144625 0.00398859397177283 0.00238437998196166 0.0003124 9.835 5.237 5.427 316.6 257.2 0.275 0.31
"164" 0.0185082692582124 0.00482227222413789 0.0197690015552811 0.0148698062825 7.4e-05 15.383 2.311 16.333 541 352.4 0.485 0
"165" 0.00820226290864433 0.0117063760201336 0.00645033118789883 0.025991660211475 0.0002684 16.067 10.519 10.557 143.8 186 0.155 0.02
"166" 0.0130744536783872 0.00924717966214575 0.00680433564048857 0.0311488598510747 0.0001796 15.535 14.281 17.397 154.6 394 0.235 0.01
"167" 0.0125485025338436 0.00982482400761168 0.0162912282505232 0.0233764381065342 2.84e-05 6.719 12.039 5.275 233.8 338.8 0.797 0
"168" 0.00797252844151312 0.00317706008863928 0.0139358448653389 0.00557006357027701 0.0001236 15.155 12.077 3.375 622.6 242 0.233 0.61
"169" 0.014246647496874 0.00386982880274951 0.0405799923642699 0.00177086984073961 0.0001756 16.979 11.583 9.797 329.8 367.6 0.527 0.01
"170" 0.0123137488637528 0.0150350439239866 0.0223051797437629 0.0191551401404985 0.0002188 3.527 5.389 11.317 169 307.6 0.675 0
"171" 0.0135834038641822 0.00532978048800434 0.0118143190745293 0.0102389020908445 0.000382 6.035 14.167 5.541 526.6 181.2 0.809 0.47
"172" 0.00558067351511456 0.0147826650648816 0.00487762131990781 0.00928504081859292 0.0002116 17.359 13.711 6.073 686.2 237.2 0.713 0.4
"173" 0.0139116428369731 0.0163455077242965 0.00664682049510539 0.0410225738568794 0.0001924 16.789 5.085 8.391 519.4 360.4 0.717 0.17
"174" 0.00548425389099671 0.00845065213105044 0.0193390676786075 0.0122082113542016 0.0003916 14.585 12.115 1.437 359.8 55.6 0.053 0.85
"175" 0.00527445011902544 0.0123348684650082 0.0084911715074887 0.0379688372898965 0.000278 19.069 16.029 18.651 208.6 190 0.385 0.03
"176" 0.00906064974027006 0.00608775387351152 0.00229300136250743 0.0352605316890855 8.84e-05 17.473 2.501 14.889 109 165.2 0.313 0
"177" 0.0217157988291748 0.0221425321315873 0.0159652489223797 0.0125604088650324 2.76e-05 9.493 12.305 7.973 393.4 358.8 0.273 0
"178" 0.0138565021029059 0.00585050533640663 0.015398027748281 0.00182548425178693 5.64e-05 1.779 16.333 12.875 591.4 342.8 0.187 0
"179" 0.0159784825299284 0.00671952891704515 0.0260471725755891 0.00345507659738185 0.000106 1.361 6.187 3.033 535 142.8 0.141 0.31
"180" 0.00863100312668774 0.0131661041016915 0.00258609197307219 0.0522853117436002 0.0003548 3.831 2.121 2.767 644.2 60.4 0.365 0.7
"181" 0.0102170149943232 0.0170761587202084 0.0297074170768119 0.0278675673060701 5.2e-06 5.655 6.263 2.463 670.6 278.8 0.463 0
